rna	k9ac	k36ac
NAGA	0.928455	3.58816	-0.907818
NAGK	0.014109	-0.11287	-0.381106
NAGLU	-0.601135	0.396648	-0.300718
NAGPA	-2.43026	-0.137893	-1.95314
NAIF1	-0.774162	0.863921	-1.80992
NALCN	-0.522775	0.117417	0.587138
NAMA	1.36077	3.08585	0.337893
NAMPT	0.664541	1.28715	0.196405
NAMPTP1	0.604559	-0.00966326	0.537799
NANOS1	-0.0674252	5.18382	-0.340604
NANS	-0.00415137	1.38706	-1.04406
NAP1L1	-0.621237	7.33917	0.0139029
NAP1L1P1	-0.19371	-0.501796	-0.402887
NAP1L1P3	-0.402478	0.341513	0.0372477
NAP1L2	0.184135	0.682456	-0.530531
NAP1L4	-0.0724349	0.691126	-1.84666
NAP1L4P1	0.0970566	-0.0487405	0.0394426
NAP1L4P3	-0.0664584	-0.418228	0.334687
NAP1L5	0.447876	1.20254	0.194717
NAPA	0.20147	4.47051	0.0452231
NAPB	0.556097	4.8596	-0.548128
NAPEPLD	0.972789	3.18512	0.360529
NAPG	0.452768	3.35314	-1.55769
NARF	-0.438013	0.0497985	-0.79827
NARFL	-0.141226	0.495206	-1.67054
NARS	0.413642	4.18515	-0.398027
NARS2	0.865934	4.624	0.218245
NASP	-0.153546	2.82789	-0.554781
NAT10	-0.0593183	3.37031	-2.35773
NAT14	-1.18465	0.259442	-1.46835
NAT8L	0.077464	-0.851466	-1.8977
NAT9	0.183283	-0.227573	-3.85373
NATD1	-0.699409	4.39135	-0.0325581
NAV1	0.520413	0.132254	-3.07572
NAV2	0.550131	0.251632	-1.071
NAV3	0.0333868	0.163074	1.93018
NBAS	0.709682	0.953124	-0.434238
NBEA	3.04485	2.61026	0.0851871
NBEAL1	0.780759	3.32858	0.334409
NBEAL2	-1.11704	-1.26953	-2.81353
NBL1	0.216626	0.471585	-0.755682
NBN	0.0477051	9.54203	1.60247
NBPF1	0.112011	3.01845	-1.60523
NBPF11	1.30671	1.42806	-0.727807
NBPF12	-0.0642025	0.865043	-0.793683
NBPF14	-0.0742097	2.02045	-0.0134898
NBPF15	0.309955	1.37073	0.0857272
NBPF3	-1.28145	1.53802	-0.862039
NBPF9	-0.93136	2.69827	-0.6834
NBR1	0.302802	1.90821	-0.601842
NBR2	-0.0980761	0.15574	0.764329
NCALD	-0.563155	1.63123	0.96366
NCAM1	-0.607338	-1.83135	0.0150988
NCAM2	0.387009	-0.508731	0.283848
NCAPD2	-1.44831	0.609623	-0.79094
NCAPD3	0.117561	-0.237098	-0.043783
NCAPG2	0.732609	0.470908	-0.769535
NCAPH2	-0.0674423	-0.44246	-3.24402
NCBP1	1.73145	0.563447	1.01
NCBP2	-0.33419	-0.23743	0.0579846
NCDN	0.772524	0.238789	-0.829264
NCEH1	-0.186224	4.21729	-0.147767
NCK1	0.145845	2.15022	0.336913
NCK2	-0.156734	1.1538	-0.751668
NCKAP1	1.00135	7.86333	0.544729
NCKAP1L	-0.172964	0.264986	0.301898
NCKAP5L	0.45838	0.252649	-2.12452
NCKIPSD	-0.203243	0.268551	-3.52064
NCL	0.230317	3.97843	-2.65671
NCLN	-0.525492	-0.348968	-5.42202
NCLP1	0.296969	0.547677	-0.669713
NCOA1	1.5988	7.9342	0.0593126
NCOA2	1.35113	5.25607	-0.492237
NCOA3	2.32328	6.63142	-1.33629
NCOA4	0.812433	13.0804	-0.0576142
NCOA5	-0.307843	4.62069	-0.667678
NCOA6	0.396985	4.28985	0.070085
NCOA7	0.53414	5.42027	0.672319
NCOR1	0.056497	2.06235	-0.734334
NCOR2	0.368743	4.87179	-0.740001
NCR3LG1	-1.73323	2.5706	-1.32879
NCS1	-0.0970414	-0.313338	-5.13566
NCSTN	-0.402355	2.83961	0.0175543
NDC1	-0.214589	2.13216	0.234316
NDE1	0.046369	0.884581	-2.78375
NDEL1	2.31116	5.6878	-0.00703217
NDFIP1	-1.58749	4.03853	-1.65445
NDFIP2	0.456236	2.12316	0.105839
NDN	-1.81271	-0.679455	-0.508455
NDNF	0.691896	-0.952702	0.283534
NDNL2	-0.0950521	3.06518	0.0374041
NDRG1	6.65752	0.441922	-1.48838
NDRG2	-0.08019	3.09711	-0.125072
NDRG3	-1.31703	2.00842	-1.17484
NDRG4	-0.879791	-0.114242	-7.5293
NDST1	-0.10934	2.34316	-2.00209
NDUFA10	-0.738854	2.70828	0.260181
NDUFA11	-1.96758	0.421246	-0.770567
NDUFA12	-1.26352	1.99814	-0.0888607
NDUFA3	-0.965021	0.0280109	-3.39319
NDUFA4	-1.0603	2.70852	0.1921
NDUFA4L2	0.0259095	0.999723	-4.39013
NDUFA5	0.00421037	9.58667	0.446617
NDUFA5P11	-0.312758	-0.0863438	-0.184592
NDUFA6	-0.908244	0.687932	0.143759
NDUFA6-AS1	0.088227	0.593832	-2.00282
NDUFA9	-0.246005	0.0690544	0.15569
NDUFA9P1	0.603113	2.50518	1.6331
NDUFAB1	-0.917108	2.45963	-0.474063
NDUFAF1	0.0666965	7.32061	-0.319777
NDUFAF2	-0.474266	-0.0440795	-0.230267
NDUFAF4	0.11131	10.6862	0.735333
NDUFAF5	-0.713187	6.55451	0.0122766
NDUFAF6	-0.456902	0.355586	-0.886532
NDUFAF7	-0.542187	1.39749	0.10454
NDUFB1	-2.18941	4.15193	-0.0067354
NDUFB1P1	-1.0367	0.879247	0.292088
NDUFB2	-1.02278	0.0776205	-0.639511
NDUFB4	-1.0579	8.72907	0.0321179
NDUFB5	-0.714905	0.51705	0.0793056
NDUFB6	-1.44948	11.3322	-0.268818
NDUFB7	-2.2218	3.67498	-1.52269
NDUFB8	-0.463258	1.05002	0.135651
NDUFB8P2	-2.03051	0.538168	-0.340409
NDUFB9	-1.62971	2.58329	-0.2619
NDUFC1	-1.95779	11.7377	0.292237
NDUFS1	0.71594	-0.0137331	-2.30337
NDUFS2	-0.212157	5.39774	0.399967
NDUFS3	-0.971618	0.095582	-0.150396
NDUFS4	-1.94833	6.13157	0.257137
NDUFS5	-1.66751	4.93143	-0.174388
NDUFS7	-0.398197	1.95905	-1.48206
NDUFV2	-0.110031	11.7875	0.337611
NDUFV2-AS1	0.801544	3.15105	-0.429029
NDUFV2P1	-0.251666	-1.88224	-0.685236
NDUFV3	-1.43744	6.47345	0.0675222
NEAT1	0.286653	5.74441	-0.417359
NEB	5.33038	19.7528	-0.350904
NEBL	-0.211227	-0.700104	0.813376
NECAB3	-0.573402	0.126232	-1.69688
NECAP1	1.16362	-0.00982145	-0.210942
NECAP2	0.51975	2.32538	-1.11334
NEDD1	-0.0161141	8.94029	2.17388
NEDD4	2.48268	17.3103	0.654141
NEDD4L	-0.514549	2.03302	-0.0402094
NEDD8	-0.726027	1.29605	-0.186412
NEDD9	6.04174	1.09889	-0.682622
NEGR1	0.288281	1.37259	1.7689
NEIL1	-3.47387	-0.145411	0.114003
NEIL2	0.0417228	1.52561	-0.160968
NEK1	0.00615162	1.02865	0.178039
NEK10	2.09462	1.23002	0.25201
NEK11	-0.351492	-0.14982	-0.0757813
NEK3	-1.78962	1.46929	-0.205993
NEK4	2.35947	1.86867	-0.343332
NEK6	0.126359	-0.576498	-4.15132
NEK7	2.17728	10.495	0.0707302
NEK9	0.217051	3.76741	-1.77005
NELFA	-0.0379841	3.38022	-2.32629
NELFB	0.214726	0.159086	-0.0488286
NELFCD	-1.17532	3.1796	-0.837943
NEMF	-0.103129	3.42273	-1.63182
NENF	-2.48288	1.14767	-0.58585
NEO1	0.026434	5.9802	-1.26454
NES	4.83207	2.62506	-0.966467
NET1	0.952406	10.7085	0.0608291
NETO2	0.505465	0.25608	0.803326
NEU1	-0.27933	-0.662209	-1.75861
NEU3	0.0595381	7.42976	0.602814
NEU4	-1.09726	-0.497242	-1.86231
NEURL1	1.34801	2.0527	-3.90113
NEURL1B	0.27195	2.61	-0.690238
NEURL4	-0.64755	0.111061	-1.50188
NEXN	-1.13438	3.33291	-0.433497
NEXN-AS1	0.163524	2.46768	0.54968
NF1	5.30932	1.97371	-0.648394
NF2	1.00811	4.16369	-1.23817
NFASC	0.215387	-0.838711	-3.21081
NFAT5	0.36025	1.49007	1.01194
NFATC1	0.247582	1.8312	-1.44967
NFATC2	-0.556143	4.59114	0.00558132
NFATC2IP	-0.384848	1.66777	-1.91934
NFATC3	2.40443	3.28827	-0.0136174
NFATC4	0.726691	-0.17448	-2.36381
NFE2L1	1.26175	6.75164	0.403338
NFE2L2	2.82876	0.884314	-0.201419
NFE2L3	-1.44598	0.299711	-3.85832
NFIA	-0.0506898	17.4422	0.167733
NFIB	-0.0552598	15.2297	0.992884
NFIC	-0.297775	4.76245	1.25595
NFIL3	3.65597	4.63639	0.363797
NFIX	0.761723	7.137	-1.67985
NFKB1	0.125064	2.40031	0.936432
NFKB2	1.1644	2.79606	-0.518773
NFKBIA	2.46414	6.71367	0.389138
NFKBID	1.98144	0.659543	-0.259958
NFKBIE	0.321337	4.04841	-1.95447
NFKBIZ	1.47691	6.37589	0.129428
NFRKB	-0.921766	1.19266	-0.132126
NFS1	-0.247536	0.102628	-0.606413
NFU1	-0.739602	4.18919	0.173448
NFX1	-0.416176	4.49425	1.19724
NFXL1	-0.00130659	0.872415	0.0995784
NFYB	0.080166	4.58479	-0.269271
NFYC	-0.761607	17.5458	0.0202535
NGDN	-0.393364	5.00371	-1.91035
NGFRAP1	-0.174094	0.65993	-0.73067
NGLY1	-0.360663	1.34435	1.91768
NHLRC1	-0.316514	2.01417	-0.227297
NHLRC3	-0.506302	0.76354	-0.0254104
NHP2	-0.6948	1.7756	-1.90288
NHP2L1	-0.35657	0.607891	-1.23091
NHP2P1	0.191839	0.612814	-0.182827
NHSL1	-2.79737	0.761372	1.07074
NICN1	-0.709292	3.21348	0.0999138
NID1	0.272623	1.99584	-0.313367
NID2	1.38998	-0.271003	-0.135327
NIF3L1	-1.89645	0.879046	0.719264
NIFK	-3.07619	0.996331	-2.26935
NIN	2.30343	4.06115	0.443887
NINJ1	0.886777	2.56232	-0.556115
NINJ2	0.0172923	1.03817	-0.215767
NINL	-0.267889	-3.72493	-3.13021
NIPA1	0.0641302	1.64095	-0.270904
NIPA2	-0.217473	6.302	-0.459676
NIPAL1	0.47842	-0.135336	-0.334468
NIPAL2	-0.274252	0.0197972	0.424725
NIPAL3	-0.25837	-0.0158397	-0.454987
NIPBL	0.467651	11.3602	1.62137
NIPSNAP1	0.198825	-0.277747	-0.371085
NIPSNAP3A	-0.0616202	3.50169	0.0522649
NIPSNAP3B	0.700246	4.03231	0.453005
NISCH	-0.148176	1.45029	-4.11566
NIT1	-2.32846	0.490063	-1.17776
NIT2	-1.60892	1.13507	-0.581867
NKAIN1	-0.447194	0.212509	-4.05333
NKAIN2	0.166647	1.75322	0.509283
NKAP	-0.167178	2.85567	-3.29323
NKAPL	-0.0805446	1.08499	-0.219323
NKAPP1	0.433164	6.69848	-1.34875
NKIRAS1	0.503248	0.864923	-0.39217
NKRF	0.130623	2.18786	0.0113507
NKTR	-2.10947	4.19806	0.118874
NKX3-1	1.70778	2.56015	-1.1927
NLE1	-0.187708	0.457687	-0.361806
NLGN2	0.487208	-2.48823	-2.47138
NLK	1.02076	5.13693	0.35605
NLN	1.42252	0.478203	2.31558
NLRC3	-0.392958	-1.58502	-2.80005
NLRC4	0.304062	-0.426778	0.272132
NLRC5	-0.335555	0.027493	-1.20965
NLRP1	-0.564775	0.378798	-0.398901
NLRX1	0.298895	0.565557	-1.05904
NMD3	0.8464	0.167416	-0.0389659
NMD3P1	2.07969	0.0585905	0.368851
NME1-NME2	-0.327198	1.80945	-0.527457
NME2P1	-0.20934	0.0916481	-0.347777
NME4	-0.21638	2.38887	-0.183846
NME6	-0.492411	3.17311	-0.157189
NME7	-0.97038	0.717837	1.33467
NME9	0.0272419	2.33905	0.467372
NMI	-0.227522	1.84037	0.235761
NMNAT1	-0.668449	-0.0449429	-0.314784
NMNAT3	-0.280849	2.27614	-0.504556
NMRAL1	-0.0340617	-0.751005	0.41282
NMRK1	-0.331866	1.77233	0.363304
NMRK2	-2.00099	3.61628	-0.226856
NMT1	-0.0225433	7.43406	-0.787896
NMT2	-0.113691	2.42198	-0.840944
NNMT	-0.0769068	6.59899	0.0476881
NNT	1.77299	4.46488	1.33692
NOB1	-0.873035	4.49854	-0.936298
NOC2L	0.131107	-2.14499	-8.29416
NOC3L	0.0671023	7.61037	-1.39035
NOC4L	-1.32447	-1.22271	-5.48629
NOD1	0.214386	0.318527	-0.21619
NOG	-0.0582151	2.07554	-2.85704
NOL10	-0.466778	1.29009	-0.857654
NOL11	1.45796	0.578723	-0.0726987
NOL12	-0.917035	0.154814	-2.2618
NOL3	-0.643986	2.82272	-0.82398
NOL4L	0.66988	0.273099	-3.49937
NOL6	-0.914374	2.66485	-0.420582
NOL8	-1.1426	3.37567	-0.51851
NOL9	-0.13765	-0.575813	-0.641402
NOLC1	-0.167519	3.88517	-0.690836
NOM1	0.947912	3.07317	-2.85516
NOMO1	-0.392665	1.35613	-0.0436969
NOMO2	-0.19627	1.27995	-0.555742
NOMO3	-0.108628	0.642609	-0.589272
NONO	-0.355992	7.40238	-0.518585
NOP14	0.282961	0.184955	-1.38867
NOP14-AS1	-0.0999763	1.3251	-0.789688
NOP2	-0.0689217	1.54101	-2.09896
NOP56P3	-0.0277743	1.04488	-0.285037
NOP58	-0.717467	7.30993	0.197689
NOS1	3.63203	0.463517	-2.93098
NOS2	0.963092	-0.0737817	-0.770358
NOS3	1.51824	-0.662356	-4.24125
NOSIP	-1.07347	2.15096	-0.153429
NOSTRIN	0.525322	0.103402	1.04558
NOTCH1	1.55533	-0.323216	-1.81797
NOTCH2	0.106878	0.438898	0.172692
NOTCH3	0.917729	-0.237958	-0.49687
NOTCH4	0.542027	-0.389628	-4.78402
NOTUM	-1.89473	0.958936	-0.819718
NOV	0.153302	-0.0552508	-0.217134
NOVA2	0.571799	-0.326621	-1.1782
NPAS2	-0.810539	0.325163	0.0734132
NPAT	0.862766	0.826699	-0.152989
NPC1	0.347746	2.09832	0.038796
NPDC1	0.163948	0.839173	-0.758365
NPEPL1	-2.43294	-0.012078	-4.22673
NPEPPS	0.221391	3.46176	-0.391651
NPHP1	-0.123731	5.07584	0.0469715
NPHP3	0.0150326	1.0915	0.386524
NPHP4	-0.186507	-3.61132	-7.19364
NPL	-0.653252	1.50777	0.718348
NPLOC4	0.165006	0.662798	-3.34586
NPM1	0.121703	3.23166	-0.342958
NPM1P27	-0.0256745	0.323636	0.0198302
NPM1P39	-0.802649	-0.0255674	0.323069
NPM3	-0.369756	2.96064	-0.382422
NPNT	0.325057	0.967769	0.0361059
NPR1	1.39508	1.12564	-3.11777
NPR2	-0.0974302	2.07528	0.125952
NPR3	-0.071734	0.32619	-0.623523
NPRL3	-0.962187	1.46292	-1.22032
NPTN	-0.522989	5.35844	-1.90354
NPTX1	0.393644	0.394048	-2.22894
NPTX2	1.37957	-1.03097	-2.1007
NPY1R	-0.0920775	6.42148	0.756412
NPY6R	0.0723809	0.794494	0.374431
NQO2	-1.34932	1.18665	-0.71601
NR1D1	-3.39767	7.14725	3.82934
NR1D2	1.32975	6.40013	-0.475771
NR1H2	-0.324619	1.26463	-0.154073
NR1H3	-0.284896	0.846421	-1.53586
NR1I3	0.362573	-0.0345375	0.0322924
NR2C1	-0.531311	0.975712	-0.603364
NR2C2	-0.329436	1.02346	-1.72672
NR2C2AP	0.117155	2.01711	-0.794232
NR2F2-AS1	0.0361924	0.147893	0.784259
NR2F6	-0.192859	2.29582	0.0158883
NR3C1	2.00246	21.511	1.46272
NR3C2	1.42181	5.75501	0.49192
NR4A1	11.2708	15.8361	2.21384
NR4A2	7.18988	11.9902	5.55999
NR4A3	68.0724	10.731	-0.902306
NR6A1	-2.5248	1.07145	0.715307
NRAP	0.663624	22.6271	1.38208
NRARP	4.39178	0.169493	-1.10869
NRAS	0.48803	1.15993	0.205929
NRBF2	1.21319	3.65275	0.187342
NRBP1	-0.292255	4.92483	-2.06598
NRD1	1.09991	8.03852	0.0125636
NRDE2	-0.136536	2.59327	-0.606409
NREP	-0.325931	4.1243	2.75198
NRF1	-1.42116	1.86909	-0.0920266
NRG2	-1.28976	1.44269	-2.97228
NRG4	-0.952832	3.57553	-0.27676
NRIP1	9.18565	12.963	1.11813
NRL	-0.292613	0.261863	-1.29688
NRM	0.253806	0.282799	0.802146
NRN1	-1.19278	2.71419	-3.16336
NRP1	0.658922	5.50578	0.255588
NRP2	-0.0188387	-0.0329686	-1.86275
NRSN2	-1.41673	-0.167328	-0.273902
NRXN2	-0.958831	-0.271297	-4.0628
NSA2	-2.2661	0.703846	0.15184
NSD1	1.78745	1.9011	-1.3153
NSF	2.10107	1.19651	0.181127
NSFL1C	-0.0195118	2.57685	-1.9664
NSMAF	1.21266	4.84693	-0.107358
NSMCE1	-0.36555	0.535041	-2.49444
NSMCE2	0.860346	0.70437	-0.0365834
NSMCE4A	-1.31494	3.95782	0.144151
NSMF	-1.91566	-0.111762	-4.48991
NSRP1	-0.798831	0.0572971	-0.019576
NSRP1P1	0.425101	0.223912	-0.00982057
NSUN2	-0.598438	1.5034	-0.633914
NSUN4	-0.00211976	3.51153	0.546597
NSUN5	0.280091	0.65259	-1.69493
NSUN5P1	-3.64777	0.634359	-0.504771
NSUN6	0.0843109	6.06605	0.860131
NT5C	-0.429465	-0.332081	0.0860897
NT5C1A	4.23535	3.84541	-0.251297
NT5C2	0.122316	11.1043	-1.90793
NT5C3A	-1.73196	12.956	-1.11805
NT5C3AP1	-0.59249	0.684372	0.746817
NT5C3B	-0.256879	-0.317863	-0.717267
NT5DC1	-0.797439	5.75202	0.0100485
NT5DC2	0.0699983	0.619802	-1.96346
NT5DC3	-0.107011	2.42047	0.175958
NT5E	-0.306757	0.234006	0.365202
NT5M	0.349233	0.762892	-0.957719
NTAN1	-0.37856	1.52566	-0.0588803
NTF4	-0.232202	1.16131	1.01645
NTHL1	-1.55154	0.838625	-2.67438
NTMT1	-0.845627	3.46871	-0.0979177
NTN1	1.14722	0.0616109	-1.45713
NTN4	0.233151	0.13495	0.0229972
NTNG2	0.431977	0.357597	-4.55224
NTPCR	0.208387	7.32766	0.499664
NTRK2	-0.550223	0.206742	-0.576454
NTRK3	-0.52687	-0.643759	-0.639523
NUAK1	0.490197	2.82484	2.24891
NUB1	-0.314529	7.05499	-2.57564
NUBP1	-0.27985	0.594237	-3.05595
NUBP2	-0.205601	0.179918	-2.2247
NUBPL	0.916528	-0.0684639	0.235051
NUCB1	-0.095687	2.19962	0.219908
NUCB2	-0.2284	1.43825	0.0373576
NUCKS1	0.460323	8.64104	0.221253
NUDC	-0.0895879	5.51783	-0.467907
NUDCD1	0.390496	2.65355	-0.716687
NUDCD3	0.413436	5.82415	0.525179
NUDT1	-0.128765	-0.414304	-1.74695
NUDT12	0.208074	4.85586	0.31879
NUDT13	0.0617445	3.92517	-0.501843
NUDT14	0.698878	-0.00257656	-0.79353
NUDT15	-0.0669036	3.59449	-0.615614
NUDT16L1	-0.811445	0.570399	-0.244272
NUDT17	0.27545	4.36487	0.0621736
NUDT21	0.948014	0.902364	-0.138029
NUDT3	2.50992	3.08819	0.829031
NUDT4	0.0168572	4.38794	0.487505
NUDT5	-0.891399	0.176003	-0.427846
NUDT6	-0.201319	1.71291	-0.00867055
NUDT7	-1.22279	2.39137	0.293963
NUDT8	-0.0689223	0.47641	-1.41382
NUDT9	0.352653	6.53434	-0.385797
NUFIP2	13.626	10.8214	-0.0261137
NUMA1	0.0606385	13.6521	0.218419
NUMB	0.643142	5.11264	-0.587325
NUMBL	1.22986	1.49816	-1.26668
NUP107	0.0417061	0.86502	-1.13658
NUP133	0.978082	0.318915	0.207474
NUP153	1.60012	0.00665463	-0.261026
NUP155	0.989806	3.40088	0.109442
NUP160	1.56434	5.01187	0.921381
NUP188	0.0313707	0.641597	-1.79759
NUP205	1.63371	5.20839	0.130768
NUP210	-1.33676	-0.426577	-1.87989
NUP214	-0.0806921	2.4056	-2.91104
NUP35	0.721812	1.5743	0.0313735
NUP37	-0.918966	0.00810927	-0.00887509
NUP43	-0.414384	1.69761	0.173607
NUP50	0.653356	1.81211	-1.53403
NUP50-AS1	0.0494236	0.851652	-0.526684
NUP54	-0.534737	4.22262	0.509539
NUP62	0.176311	0.379228	-1.25864
NUP85	-2.0189	2.09764	-1.5545
NUP88	0.126403	0.73135	-2.10282
NUP93	-1.01927	0.324326	-1.76932
NUP98	0.979034	2.03925	-1.84177
NUPL1	1.11774	1.95471	-0.39396
NUPL2	0.439968	3.81873	-1.03198
NUPR1	0.276055	10.4998	1.8033
NUS1	1.13785	2.22719	-0.762078
NUSAP1	-2.40797	1.62508	0.343203
NUTF2	-1.48978	1.48785	-0.71807
NUTM2A-AS1	-0.139573	1.10854	-0.516379
NUTM2B-AS1	0.734091	0.829637	0.466118
NVL	0.110553	4.01377	0.18485
NXF1	-1.86459	3.25899	-5.41969
NXN	-0.385082	4.88164	0.389818
NXPE3	2.09354	9.95633	1.69696
NXPH3	1.41119	-0.0401501	-0.104833
NXT2	-0.862654	5.45105	-0.40659
NYAP2	-0.104197	-0.104111	-0.652839
NYNRIN	-1.11573	0.0165749	-0.983142
OAF	-1.95276	0.311173	-0.80303
OARD1	-1.23979	1.35536	-0.0429058
OAS2	-0.209902	-0.710151	0.122479
OAS3	0.0131759	-0.701704	-1.8241
OAT	-0.270816	6.48818	0.0317935
OAZ1	-0.566793	2.08194	-1.23097
OAZ2	-0.0497744	-0.31295	0.213683
OBFC1	-0.606089	3.34643	-0.0987282
OBSCN	3.74568	4.15182	-1.76518
OBSL1	-2.27879	0.896441	-1.00273
OCEL1	-0.689834	0.859256	-3.05529
OCIAD1	-0.277319	5.54978	-0.0814049
OCIAD2	-0.0738254	-1.45958	0.0680875
OCRL	0.273198	2.76915	0.479861
ODF2	0.153863	0.754682	-4.1312
ODF2L	-1.16867	4.97398	0.320062
ODF3B	-0.39274	0.0536181	-0.164027
ODF3L2	0.00244666	0.198486	-1.71982
OFD1	-0.320687	1.77565	0.0864916
OGDH	0.460145	5.1157	0.564289
OGFOD1	-0.191483	2.27219	-0.394302
OGFOD3	-0.148933	0.335145	-1.24685
OGFR	-0.138049	-0.172813	-2.1691
OGFRL1	0.124579	2.13763	0.0472563
OGG1	-0.667553	2.22258	-0.971646
OGN	0.367941	1.155	0.323879
OGT	-0.569842	11.9551	-0.386662
OIP5-AS1	1.73735	6.72635	-0.46818
OLA1	-0.096417	2.12294	-0.135704
OLA1P1	0.0203057	-0.0569742	-0.531307
OLFM1	-0.206242	0.306964	-1.2738
OLFM2	-0.395332	-0.664576	-6.43864
OLFML1	-0.00836177	0.862445	-0.365069
OLFML2A	-0.885999	2.07026	-0.255794
OLFML2B	-2.0071	0.449586	-1.91262
OLFML3	-0.568735	5.20331	-0.853177
OMA1	-0.298277	2.57004	1.07703
OPA1	2.24237	2.34019	0.0806284
OPA3	-0.0407152	6.13124	0.0844162
OPHN1	-0.853187	0.870181	-0.202111
OPLAH	0.222653	0.960174	-0.770173
OPN1SW	-0.666543	0.626674	-1.88251
OPN3	0.32185	1.89687	0.12032
OPRD1	0.00512842	-0.223227	-1.7357
OPTN	-0.080689	3.84742	0.283658
OR10AB1P	-0.00811311	-0.93999	0.000849075
OR51E1	-1.41991	0.540918	0.117826
OR7E29P	-0.321735	-0.0981908	0.191877
OR7E38P	-0.372554	-0.669072	0.00216477
OR7E47P	-0.311658	2.84275	0.36674
ORAI1	-1.77574	3.01447	0.118265
ORAI2	0.646702	-0.599953	-0.543417
ORAOV1	-0.0278809	0.81362	-3.00329
ORC2	0.377979	0.349423	0.33269
ORC3	-0.236781	0.786674	1.38431
ORC4	0.55751	1.26494	0.579924
ORC5	-0.0243725	5.05069	0.845256
ORMDL1	-3.22903	2.32157	-0.361798
ORMDL3	0.189306	0.273221	-0.208274
OS9	0.754144	2.69995	-0.467594
OSBP	0.741773	3.4428	-0.606574
OSBP2	-0.483324	-0.192388	-7.66119
OSBPL10	-0.105875	0.335978	1.47192
OSBPL11	2.62112	10.0758	0.417415
OSBPL1A	0.633736	4.35877	0.831853
OSBPL2	0.600679	1.47866	-0.692465
OSBPL3	0.0843919	2.04626	0.818542
OSBPL5	-0.463003	0.519444	-3.64033
OSBPL6	1.08097	3.74148	1.62019
OSBPL7	-5.05622	3.82432	0.307987
OSBPL8	0.671335	3.63382	0.555355
OSBPL9	0.188663	11.159	0.0659135
OSCP1	0.719469	1.80528	0.154482
OSER1	0.586651	4.88937	-0.00962407
OSER1-AS1	-0.82961	1.7517	-0.891149
OSGEP	-2.1564	0.184971	-0.161916
OSGIN1	5.63875	2.61039	-0.670507
OSGIN2	1.51178	1.05655	0.200557
OSMR	1.04592	0.0662968	-0.496794
OSR1	0.317128	2.91329	-1.096
OSR2	-0.0599543	1.364	-1.56795
OST4	-1.82621	2.10677	-0.83042
OSTC	0.112274	0.33951	-0.173943
OSTM1	-0.0763162	2.53444	0.0441547
OTOGL	-0.789401	-0.0921215	2.13259
OTUB1	-0.869435	1.27486	-1.03902
OTUD1	5.1261	8.97111	1.77087
OTUD3	-0.0889188	3.76361	-0.0915918
OTUD4	3.04458	11.7124	0.444196
OTUD4P1	1.48717	0.687385	1.11753
OTUD5	-0.3912	2.09456	-0.0984733
OTUD7A	-1.24095	1.01221	-1.65381
OTUD7B	1.55862	6.07708	0.362556
OTULIN	0.221823	3.0782	0.0406157
OVGP1	-0.7441	-1.87678	0.26471
OXCT1	0.0141628	1.22492	0.779562
OXNAD1	0.538884	2.12317	-0.148119
OXR1	1.98065	1.3488	1.52002
OXSR1	1.15145	4.63972	0.452371
P2RX4	2.32464	0.200615	-0.347177
P2RX5	-0.508038	0.0219463	-1.1091
P2RX6	-2.52489	0.10979	-4.12807
P2RX6P	-0.00376504	0.564353	-0.205841
P2RY1	1.64046	1.90319	-0.104986
P2RY14	-0.1202	1.18791	0.406192
P2RY2	-0.062291	7.26752	-0.0750551
P2RY6	0.195595	0.518473	-3.01231
P2RY8	-0.235609	-0.680666	-1.33342
P4HA1	0.275953	10.9462	-1.38484
P4HA2	0.870571	1.46473	0.393974
P4HB	-0.377017	2.63021	-2.61915
P4HTM	-0.401295	-0.645347	-1.7383
PA2G4	-0.997946	1.73289	-1.53089
PA2G4P1	0.500452	-0.531071	0.307057
PA2G4P2	-1.22073	-1.01744	-0.0487243
PA2G4P4	0.0789626	0.315551	-0.484504
PAAF1	-0.672451	0.939815	-0.546789
PABPC1	0.0351867	7.35219	-0.636252
PABPC1L	-0.152422	-0.693675	-0.870933
PABPC1P3	0.0980412	0.918835	0.187386
PABPC3	0.0846788	-1.75377	-0.849889
PABPC4	-0.222575	10.3433	-0.11331
PABPN1	-0.38589	3.52079	-1.07057
PACRG	0.241398	0.0976047	0.221901
PACRGL	-0.746934	2.36014	0.696837
PACS1	0.256202	0.438794	-1.77711
PACS2	0.12278	0.0756391	-9.15735
PACSIN2	0.271306	4.03186	-0.807418
PACSIN3	0.0479053	4.53674	3.97455
PADI2	-0.0784967	9.01745	-1.71999
PAFAH1B1	0.378608	7.54399	-0.274488
PAFAH1B2	0.92865	2.75276	-0.989407
PAFAH2	-0.0297403	3.2141	-0.275413
PAG1	0.0702353	0.90132	0.567959
PAICS	-0.704033	1.42226	0.330803
PAICSP4	-1.35312	0.0083217	1.22312
PAIP1	0.133294	6.3049	0.335118
PAIP2	-0.248049	5.80665	-0.673158
PAIP2B	2.19356	4.876	0.266502
PAK1	-0.62257	4.62097	0.69672
PAK2	2.24786	4.00512	0.0701141
PAK4	-0.96998	0.0150758	-7.0601
PALB2	-0.196428	0.23902	0.132634
PALD1	0.709775	2.41501	-0.263429
PALLD	0.321524	20.2603	0.148532
PALM	0.520788	-0.233037	-3.53576
